Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN33039543	WHP3655	WHP3655	Severe acute respiratory syndrome coronavirus 2	2697049	1896	PRJNA930974
SAMN33039544	WHP3656	WHP3656	Severe acute respiratory syndrome coronavirus 2	2697049	1897	PRJNA930974
SAMN33039545	WHP3657	WHP3657	Severe acute respiratory syndrome coronavirus 2	2697049	1914	PRJNA930974
SAMN33039546	WHP3658	WHP3658	Severe acute respiratory syndrome coronavirus 2	2697049	1917	PRJNA930974
SAMN33039547	WHP3661	WHP3661	Severe acute respiratory syndrome coronavirus 2	2697049	1956	PRJNA930974
SAMN33039548	WHP3662	WHP3662	Severe acute respiratory syndrome coronavirus 2	2697049	1959	PRJNA930974
SAMN33039549	WHP3663	WHP3663	Severe acute respiratory syndrome coronavirus 2	2697049	2029	PRJNA930974
SAMN33039550	WHP3665	WHP3665	Severe acute respiratory syndrome coronavirus 2	2697049	2031	PRJNA930974
SAMN33039551	WHP3666	WHP3666	Severe acute respiratory syndrome coronavirus 2	2697049	2033	PRJNA930974
SAMN33039552	WHP3667	WHP3667	Severe acute respiratory syndrome coronavirus 2	2697049	2034	PRJNA930974
SAMN33039553	WHP3668	WHP3668	Severe acute respiratory syndrome coronavirus 2	2697049	2127	PRJNA930974
SAMN33039554	WHP3670	WHP3670	Severe acute respiratory syndrome coronavirus 2	2697049	2128	PRJNA930974
SAMN33039555	WHP3675	WHP3675	Severe acute respiratory syndrome coronavirus 2	2697049	2136	PRJNA930974
SAMN33039556	WHP3677	WHP3677	Severe acute respiratory syndrome coronavirus 2	2697049	2137	PRJNA930974
SAMN33039557	WHP3679	WHP3679	Severe acute respiratory syndrome coronavirus 2	2697049	2138	PRJNA930974
SAMN33039558	WHP3683	WHP3683	Severe acute respiratory syndrome coronavirus 2	2697049	2139	PRJNA930974
SAMN33039559	WHP3685	WHP3685	Severe acute respiratory syndrome coronavirus 2	2697049	2140	PRJNA930974
SAMN33039560	WHP3686	WHP3686	Severe acute respiratory syndrome coronavirus 2	2697049	2141	PRJNA930974
SAMN33039561	WHP3692	WHP3692	Severe acute respiratory syndrome coronavirus 2	2697049	2150	PRJNA930974
SAMN33039562	WHP3693	WHP3693	Severe acute respiratory syndrome coronavirus 2	2697049	2151	PRJNA930974
SAMN33039563	WHP3699	WHP3699	Severe acute respiratory syndrome coronavirus 2	2697049	2157	PRJNA930974
SAMN33039564	WHP3701	WHP3701	Severe acute respiratory syndrome coronavirus 2	2697049	2162	PRJNA930974
SAMN33039565	WHP3703	WHP3703	Severe acute respiratory syndrome coronavirus 2	2697049	2168	PRJNA930974
SAMN33039566	WHP3706	WHP3706	Severe acute respiratory syndrome coronavirus 2	2697049	2180	PRJNA930974
SAMN33039567	WHP3707	WHP3707	Severe acute respiratory syndrome coronavirus 2	2697049	2181	PRJNA930974
SAMN33039568	WHP3710	WHP3710	Severe acute respiratory syndrome coronavirus 2	2697049	2183	PRJNA930974
SAMN33039569	WHP3711	WHP3711	Severe acute respiratory syndrome coronavirus 2	2697049	2184	PRJNA930974
SAMN33039570	WHP3712	WHP3712	Severe acute respiratory syndrome coronavirus 2	2697049	2185	PRJNA930974
SAMN33039571	WHP3713	WHP3713	Severe acute respiratory syndrome coronavirus 2	2697049	2186	PRJNA930974
SAMN33039572	WHP3716	WHP3716	Severe acute respiratory syndrome coronavirus 2	2697049	2191	PRJNA930974
SAMN33039573	WHP3717	WHP3717	Severe acute respiratory syndrome coronavirus 2	2697049	2195	PRJNA930974
SAMN33039574	WHP3718	WHP3718	Severe acute respiratory syndrome coronavirus 2	2697049	2196	PRJNA930974
SAMN33039575	WHP3720	WHP3720	Severe acute respiratory syndrome coronavirus 2	2697049	2200	PRJNA930974
SAMN33039576	WHP3721	WHP3721	Severe acute respiratory syndrome coronavirus 2	2697049	2202	PRJNA930974
SAMN33039577	WHP3722	WHP3722	Severe acute respiratory syndrome coronavirus 2	2697049	2203	PRJNA930974
SAMN33039578	WHP3723	WHP3723	Severe acute respiratory syndrome coronavirus 2	2697049	2204	PRJNA930974
SAMN33039579	WHP3725	WHP3725	Severe acute respiratory syndrome coronavirus 2	2697049	2205	PRJNA930974
SAMN33039580	WHP3727	WHP3727	Severe acute respiratory syndrome coronavirus 2	2697049	2207	PRJNA930974
SAMN33039581	WHP3730	WHP3730	Severe acute respiratory syndrome coronavirus 2	2697049	2208	PRJNA930974
SAMN33039582	WHP3731	WHP3731	Severe acute respiratory syndrome coronavirus 2	2697049	2209	PRJNA930974
SAMN33039583	WHP3732	WHP3732	Severe acute respiratory syndrome coronavirus 2	2697049	2212	PRJNA930974
SAMN33039584	WHP3735	WHP3735	Severe acute respiratory syndrome coronavirus 2	2697049	2214	PRJNA930974
SAMN33039585	WHP3737	WHP3737	Severe acute respiratory syndrome coronavirus 2	2697049	2216	PRJNA930974
SAMN33039586	WHP3739	WHP3739	Severe acute respiratory syndrome coronavirus 2	2697049	2217	PRJNA930974
SAMN33039587	WHP3740	WHP3740	Severe acute respiratory syndrome coronavirus 2	2697049	2218	PRJNA930974
SAMN33039588	WHP3741	WHP3741	Severe acute respiratory syndrome coronavirus 2	2697049	2223	PRJNA930974
SAMN33039589	WHP3742	WHP3742	Severe acute respiratory syndrome coronavirus 2	2697049	2224	PRJNA930974
SAMN33039590	WHP3743	WHP3743	Severe acute respiratory syndrome coronavirus 2	2697049	2225	PRJNA930974
SAMN33039591	WHP3745	WHP3745	Severe acute respiratory syndrome coronavirus 2	2697049	2226	PRJNA930974
SAMN33039592	WHP3747	WHP3747	Severe acute respiratory syndrome coronavirus 2	2697049	2145	PRJNA930974
SAMN33039593	WHP3748	WHP3748	Severe acute respiratory syndrome coronavirus 2	2697049	2153	PRJNA930974
SAMN33039594	WHP3749	WHP3749	Severe acute respiratory syndrome coronavirus 2	2697049	2148	PRJNA930974
SAMN33039595	WHP3750	WHP3750	Severe acute respiratory syndrome coronavirus 2	2697049	2159	PRJNA930974
SAMN33039596	WHP3751	WHP3751	Severe acute respiratory syndrome coronavirus 2	2697049	2158	PRJNA930974
SAMN33039597	WHP3752	WHP3752	Severe acute respiratory syndrome coronavirus 2	2697049	2146	PRJNA930974
SAMN33039598	WHP3753	WHP3753	Severe acute respiratory syndrome coronavirus 2	2697049	2135	PRJNA930974
SAMN33039599	WHP3754	WHP3754	Severe acute respiratory syndrome coronavirus 2	2697049	2147	PRJNA930974
SAMN33039600	WHP3755	WHP3755	Severe acute respiratory syndrome coronavirus 2	2697049	2143	PRJNA930974
SAMN33039601	WHP3756	WHP3756	Severe acute respiratory syndrome coronavirus 2	2697049	1951	PRJNA930974
SAMN33039602	WHP3757	WHP3757	Severe acute respiratory syndrome coronavirus 2	2697049	2154	PRJNA930974
SAMN33039603	WHP3758	WHP3758	Severe acute respiratory syndrome coronavirus 2	2697049	2144	PRJNA930974
SAMN33039604	WHP3759	WHP3759	Severe acute respiratory syndrome coronavirus 2	2697049	2155	PRJNA930974
SAMN33039605	WHP3760	WHP3760	Severe acute respiratory syndrome coronavirus 2	2697049	2149	PRJNA930974
SAMN33039606	WHP3761	WHP3761	Severe acute respiratory syndrome coronavirus 2	2697049	2160	PRJNA930974
SAMN33039607	WHP3762	WHP3762	Severe acute respiratory syndrome coronavirus 2	2697049	2261	PRJNA930974
SAMN33039608	WHP3763	WHP3763	Severe acute respiratory syndrome coronavirus 2	2697049	2263	PRJNA930974
SAMN33039609	WHP3764	WHP3764	Severe acute respiratory syndrome coronavirus 2	2697049	2264	PRJNA930974
SAMN33039610	WHP3765	WHP3765	Severe acute respiratory syndrome coronavirus 2	2697049	2265	PRJNA930974
SAMN33039611	WHP3766	WHP3766	Severe acute respiratory syndrome coronavirus 2	2697049	2262	PRJNA930974
SAMN33039612	WHP3767	WHP3767	Severe acute respiratory syndrome coronavirus 2	2697049	2252	PRJNA930974
SAMN33039613	WHP3768	WHP3768	Severe acute respiratory syndrome coronavirus 2	2697049	2251	PRJNA930974
SAMN33039614	WHP3769	WHP3769	Severe acute respiratory syndrome coronavirus 2	2697049	2253	PRJNA930974
SAMN33039615	WHP3771	WHP3771	Severe acute respiratory syndrome coronavirus 2	2697049	2254	PRJNA930974
SAMN33039616	WHP3772	WHP3772	Severe acute respiratory syndrome coronavirus 2	2697049	2255	PRJNA930974
SAMN33039617	WHP3773	WHP3773	Severe acute respiratory syndrome coronavirus 2	2697049	2256	PRJNA930974
SAMN33039618	WHP3774	WHP3774	Severe acute respiratory syndrome coronavirus 2	2697049	2259	PRJNA930974
SAMN33039619	WHP3775	WHP3775	Severe acute respiratory syndrome coronavirus 2	2697049	2258	PRJNA930974
SAMN33039620	WHP3776	WHP3776	Severe acute respiratory syndrome coronavirus 2	2697049	2257	PRJNA930974
SAMN33039621	WHP3778	WHP3778	Severe acute respiratory syndrome coronavirus 2	2697049	2268	PRJNA930974
SAMN33039622	WHP3779	WHP3779	Severe acute respiratory syndrome coronavirus 2	2697049	2271	PRJNA930974
SAMN33039623	WHP3780	WHP3780	Severe acute respiratory syndrome coronavirus 2	2697049	2266	PRJNA930974
SAMN33039624	WHP3781	WHP3781	Severe acute respiratory syndrome coronavirus 2	2697049	2270	PRJNA930974
SAMN33039625	WHP3782	WHP3782	Severe acute respiratory syndrome coronavirus 2	2697049	2267	PRJNA930974
SAMN33039626	WHP3783	WHP3783	Severe acute respiratory syndrome coronavirus 2	2697049	2272	PRJNA930974
SAMN33039627	WHP3784	WHP3784	Severe acute respiratory syndrome coronavirus 2	2697049	2269	PRJNA930974
SAMN33039628	WHP3785	WHP3785	Severe acute respiratory syndrome coronavirus 2	2697049	2242	PRJNA930974
SAMN33039629	WHP3786	WHP3786	Severe acute respiratory syndrome coronavirus 2	2697049	2276	PRJNA930974
SAMN33039630	WHP3787	WHP3787	Severe acute respiratory syndrome coronavirus 2	2697049	2275	PRJNA930974
SAMN33039631	WHP3791	WHP3791	Severe acute respiratory syndrome coronavirus 2	2697049	2067	PRJNA930974
SAMN33039632	WHP3792	WHP3792	Severe acute respiratory syndrome coronavirus 2	2697049	2069	PRJNA930974
SAMN33039633	WHP3794	WHP3794	Severe acute respiratory syndrome coronavirus 2	2697049	2070	PRJNA930974
SAMN33039634	WHP3795	WHP3795	Severe acute respiratory syndrome coronavirus 2	2697049	2073	PRJNA930974
SAMN33039635	WHP3796	WHP3796	Severe acute respiratory syndrome coronavirus 2	2697049	2080	PRJNA930974
SAMN33039636	WHP3797	WHP3797	Severe acute respiratory syndrome coronavirus 2	2697049	2081	PRJNA930974
SAMN33039637	WHP3798	WHP3798	Severe acute respiratory syndrome coronavirus 2	2697049	2105	PRJNA930974
SAMN33039638	WHP3799	WHP3799	Severe acute respiratory syndrome coronavirus 2	2697049	2107	PRJNA930974
SAMN33039639	WHP3800	WHP3800	Severe acute respiratory syndrome coronavirus 2	2697049	2124	PRJNA930974
SAMN33039640	WHP3801	WHP3801	Severe acute respiratory syndrome coronavirus 2	2697049	2170	PRJNA930974
SAMN33039641	WHP3802	WHP3802	Severe acute respiratory syndrome coronavirus 2	2697049	2234	PRJNA930974
SAMN33039642	WHP3806	WHP3806	Severe acute respiratory syndrome coronavirus 2	2697049	2250	PRJNA930974
SAMN33039643	WHP3807	WHP3807	Severe acute respiratory syndrome coronavirus 2	2697049	2161	PRJNA930974
SAMN33039644	WHP3808	WHP3808	Severe acute respiratory syndrome coronavirus 2	2697049	2164	PRJNA930974
SAMN33039645	WHP3809	WHP3809	Severe acute respiratory syndrome coronavirus 2	2697049	2156	PRJNA930974
SAMN33039646	WHP3810	WHP3810	Severe acute respiratory syndrome coronavirus 2	2697049	2167	PRJNA930974
SAMN33039647	WHP3811	WHP3811	Severe acute respiratory syndrome coronavirus 2	2697049	2169	PRJNA930974
SAMN33039648	WHP3812	WHP3812	Severe acute respiratory syndrome coronavirus 2	2697049	2172	PRJNA930974
SAMN33039649	WHP3813	WHP3813	Severe acute respiratory syndrome coronavirus 2	2697049	2174	PRJNA930974
SAMN33039650	WHP3814	WHP3814	Severe acute respiratory syndrome coronavirus 2	2697049	2175	PRJNA930974
SAMN33039651	WHP3815	WHP3815	Severe acute respiratory syndrome coronavirus 2	2697049	2171	PRJNA930974
SAMN33039652	WHP3816	WHP3816	Severe acute respiratory syndrome coronavirus 2	2697049	2165	PRJNA930974
SAMN33039653	WHP3817	WHP3817	Severe acute respiratory syndrome coronavirus 2	2697049	2173	PRJNA930974
SAMN33039654	WHP3818	WHP3818	Severe acute respiratory syndrome coronavirus 2	2697049	2193	PRJNA930974
SAMN33039655	WHP3819	WHP3819	Severe acute respiratory syndrome coronavirus 2	2697049	2197	PRJNA930974
SAMN33039656	WHP3820	WHP3820	Severe acute respiratory syndrome coronavirus 2	2697049	2166	PRJNA930974
SAMN33039657	WHP3821	WHP3821	Severe acute respiratory syndrome coronavirus 2	2697049	2142	PRJNA930974
SAMN33039658	WHP3822	WHP3822	Severe acute respiratory syndrome coronavirus 2	2697049	2134	PRJNA930974
SAMN33039659	WHP3823	WHP3823	Severe acute respiratory syndrome coronavirus 2	2697049	2152	PRJNA930974
SAMN33039660	WHP3824	WHP3824	Severe acute respiratory syndrome coronavirus 2	2697049	2189	PRJNA930974
SAMN33039661	WHP3825	WHP3825	Severe acute respiratory syndrome coronavirus 2	2697049	2188	PRJNA930974
SAMN33039662	WHP3826	WHP3826	Severe acute respiratory syndrome coronavirus 2	2697049	2194	PRJNA930974
SAMN33039663	WHP3827	WHP3827	Severe acute respiratory syndrome coronavirus 2	2697049	2210	PRJNA930974
SAMN33039664	WHP3828	WHP3828	Severe acute respiratory syndrome coronavirus 2	2697049	2163	PRJNA930974
SAMN33039665	WHP3829	WHP3829	Severe acute respiratory syndrome coronavirus 2	2697049	2211	PRJNA930974
SAMN33039666	WHP3830	WHP3830	Severe acute respiratory syndrome coronavirus 2	2697049	2213	PRJNA930974
SAMN33039667	WHP3831	WHP3831	Severe acute respiratory syndrome coronavirus 2	2697049	2215	PRJNA930974
SAMN33039668	WHP3833	WHP3833	Severe acute respiratory syndrome coronavirus 2	2697049	2199	PRJNA930974
SAMN33039669	WHP3835	WHP3835	Severe acute respiratory syndrome coronavirus 2	2697049	2201	PRJNA930974
SAMN33039670	WHP3836	WHP3836	Severe acute respiratory syndrome coronavirus 2	2697049	2227	PRJNA930974
SAMN33039671	WHP3837	WHP3837	Severe acute respiratory syndrome coronavirus 2	2697049	2228	PRJNA930974
SAMN33039672	WHP3838	WHP3838	Severe acute respiratory syndrome coronavirus 2	2697049	2233	PRJNA930974
SAMN33039673	WHP3839	WHP3839	Severe acute respiratory syndrome coronavirus 2	2697049	2206	PRJNA930974
SAMN33039674	WHP3841	WHP3841	Severe acute respiratory syndrome coronavirus 2	2697049	2229	PRJNA930974
SAMN33039675	WHP3842	WHP3842	Severe acute respiratory syndrome coronavirus 2	2697049	2231	PRJNA930974
SAMN33039676	WHP3844	WHP3844	Severe acute respiratory syndrome coronavirus 2	2697049	2236	PRJNA930974
SAMN33039677	WHP3845	WHP3845	Severe acute respiratory syndrome coronavirus 2	2697049	2238	PRJNA930974
SAMN33039678	WHP3846	WHP3846	Severe acute respiratory syndrome coronavirus 2	2697049	2235	PRJNA930974
SAMN33039679	WHP3847	WHP3847	Severe acute respiratory syndrome coronavirus 2	2697049	2232	PRJNA930974
SAMN33039680	WHP3848	WHP3848	Severe acute respiratory syndrome coronavirus 2	2697049	2239	PRJNA930974
SAMN33039681	WHP3849	WHP3849	Severe acute respiratory syndrome coronavirus 2	2697049	2237	PRJNA930974
SAMN33039682	WHP3850	WHP3850	Severe acute respiratory syndrome coronavirus 2	2697049	2240	PRJNA930974
SAMN33039683	WHP3851	WHP3851	Severe acute respiratory syndrome coronavirus 2	2697049	2245	PRJNA930974
SAMN33039684	WHP3852	WHP3852	Severe acute respiratory syndrome coronavirus 2	2697049	2246	PRJNA930974
SAMN33039685	WHP3853	WHP3853	Severe acute respiratory syndrome coronavirus 2	2697049	2241	PRJNA930974
SAMN33039686	WHP3854	WHP3854	Severe acute respiratory syndrome coronavirus 2	2697049	2243	PRJNA930974
SAMN33039687	WHP3855	WHP3855	Severe acute respiratory syndrome coronavirus 2	2697049	2244	PRJNA930974
SAMN33039688	WHP3856	WHP3856	Severe acute respiratory syndrome coronavirus 2	2697049	2249	PRJNA930974
SAMN33039689	WHP3857	WHP3857	Severe acute respiratory syndrome coronavirus 2	2697049	2179	PRJNA930974
SAMN33039690	WHP3858	WHP3858	Severe acute respiratory syndrome coronavirus 2	2697049	2247	PRJNA930974
SAMN33039691	WHP3859	WHP3859	Severe acute respiratory syndrome coronavirus 2	2697049	2248	PRJNA930974
SAMN33039692	WHP3860	WHP3860	Severe acute respiratory syndrome coronavirus 2	2697049	2297	PRJNA930974
SAMN33039693	WHP3861	WHP3861	Severe acute respiratory syndrome coronavirus 2	2697049	2306	PRJNA930974
SAMN33039694	WHP3863	WHP3863	Severe acute respiratory syndrome coronavirus 2	2697049	2310	PRJNA930974
SAMN33039695	WHP3864	WHP3864	Severe acute respiratory syndrome coronavirus 2	2697049	2311	PRJNA930974
SAMN33039696	WHP3865	WHP3865	Severe acute respiratory syndrome coronavirus 2	2697049	2313	PRJNA930974
SAMN33039697	WHP3866	WHP3866	Severe acute respiratory syndrome coronavirus 2	2697049	2309	PRJNA930974
SAMN33039698	WHP3868	WHP3868	Severe acute respiratory syndrome coronavirus 2	2697049	2298	PRJNA930974
SAMN33039699	WHP3869	WHP3869	Severe acute respiratory syndrome coronavirus 2	2697049	2299	PRJNA930974
SAMN33039700	WHP3870	WHP3870	Severe acute respiratory syndrome coronavirus 2	2697049	2300	PRJNA930974
SAMN33039701	WHP3871	WHP3871	Severe acute respiratory syndrome coronavirus 2	2697049	2301	PRJNA930974
SAMN33039702	WHP3872	WHP3872	Severe acute respiratory syndrome coronavirus 2	2697049	2304	PRJNA930974
SAMN33039703	WHP3873	WHP3873	Severe acute respiratory syndrome coronavirus 2	2697049	2307	PRJNA930974
SAMN33039704	WHP3874	WHP3874	Severe acute respiratory syndrome coronavirus 2	2697049	2308	PRJNA930974
SAMN33039705	WHP3875	WHP3875	Severe acute respiratory syndrome coronavirus 2	2697049	2302	PRJNA930974
SAMN33039706	WHP3876	WHP3876	Severe acute respiratory syndrome coronavirus 2	2697049	2312	PRJNA930974
SAMN33039707	WHP3877	WHP3877	Severe acute respiratory syndrome coronavirus 2	2697049	2330	PRJNA930974
SAMN33039708	WHP3879	WHP3879	Severe acute respiratory syndrome coronavirus 2	2697049	2325	PRJNA930974
SAMN33039709	WHP3880	WHP3880	Severe acute respiratory syndrome coronavirus 2	2697049	2326	PRJNA930974
SAMN33039710	WHP3882	WHP3882	Severe acute respiratory syndrome coronavirus 2	2697049	2327	PRJNA930974
SAMN33039711	WHP3885	WHP3885	Severe acute respiratory syndrome coronavirus 2	2697049	2329	PRJNA930974
SAMN33039712	WHP3886	WHP3886	Severe acute respiratory syndrome coronavirus 2	2697049	2328	PRJNA930974
SAMN33039713	WHP3888	WHP3888	Severe acute respiratory syndrome coronavirus 2	2697049	2323	PRJNA930974
SAMN33039714	WHP3889	WHP3889	Severe acute respiratory syndrome coronavirus 2	2697049	2319	PRJNA930974
SAMN33039715	WHP3890	WHP3890	Severe acute respiratory syndrome coronavirus 2	2697049	2318	PRJNA930974
SAMN33039716	WHP3891	WHP3891	Severe acute respiratory syndrome coronavirus 2	2697049	2316	PRJNA930974
SAMN33039717	WHP3892	WHP3892	Severe acute respiratory syndrome coronavirus 2	2697049	2317	PRJNA930974
SAMN33039718	WHP3894	WHP3894	Severe acute respiratory syndrome coronavirus 2	2697049	2331	PRJNA930974
SAMN33039719	WHP3897	WHP3897	Severe acute respiratory syndrome coronavirus 2	2697049	2324	PRJNA930974
SAMN33039720	WHP3898	WHP3898	Severe acute respiratory syndrome coronavirus 2	2697049	2290	PRJNA930974
SAMN33039721	WHP3899	WHP3899	Severe acute respiratory syndrome coronavirus 2	2697049	2295	PRJNA930974
SAMN33039722	WHP3900	WHP3900	Severe acute respiratory syndrome coronavirus 2	2697049	2296	PRJNA930974
SAMN33039723	WHP3901	WHP3901	Severe acute respiratory syndrome coronavirus 2	2697049	2315	PRJNA930974
SAMN33039724	WHP3904	WHP3904	Severe acute respiratory syndrome coronavirus 2	2697049	2314	PRJNA930974
SAMN33039725	WHP3905	WHP3905	Severe acute respiratory syndrome coronavirus 2	2697049	2321	PRJNA930974
SAMN33039726	WHP3906	WHP3906	Severe acute respiratory syndrome coronavirus 2	2697049	2320	PRJNA930974
SAMN33039727	WHP3907	WHP3907	Severe acute respiratory syndrome coronavirus 2	2697049	2322	PRJNA930974
SAMN33039728	WHP3908	WHP3908	Severe acute respiratory syndrome coronavirus 2	2697049	2283	PRJNA930974
SAMN33039729	WHP3909	WHP3909	Severe acute respiratory syndrome coronavirus 2	2697049	2284	PRJNA930974
SAMN33039730	WHP3910	WHP3910	Severe acute respiratory syndrome coronavirus 2	2697049	2286	PRJNA930974
SAMN33039731	WHP3911	WHP3911	Severe acute respiratory syndrome coronavirus 2	2697049	2288	PRJNA930974
SAMN33039732	WHP3912	WHP3912	Severe acute respiratory syndrome coronavirus 2	2697049	2287	PRJNA930974
SAMN33039733	WHP3913	WHP3913	Severe acute respiratory syndrome coronavirus 2	2697049	2285	PRJNA930974
SAMN33039734	WHP3914	WHP3914	Severe acute respiratory syndrome coronavirus 2	2697049	2293	PRJNA930974
SAMN33039735	WHP3915	WHP3915	Severe acute respiratory syndrome coronavirus 2	2697049	2292	PRJNA930974
SAMN33039736	WHP3916	WHP3916	Severe acute respiratory syndrome coronavirus 2	2697049	2291	PRJNA930974
SAMN33039737	WHP3917	WHP3917	Severe acute respiratory syndrome coronavirus 2	2697049	2289	PRJNA930974
SAMN33039738	WHP3918	WHP3918	Severe acute respiratory syndrome coronavirus 2	2697049	2273	PRJNA930974
SAMN33039739	WHP3919	WHP3919	Severe acute respiratory syndrome coronavirus 2	2697049	2277	PRJNA930974
SAMN33039740	WHP3920	WHP3920	Severe acute respiratory syndrome coronavirus 2	2697049	2280	PRJNA930974
SAMN33039741	WHP3922	WHP3922	Severe acute respiratory syndrome coronavirus 2	2697049	2281	PRJNA930974
SAMN33039742	WHP3923	WHP3923	Severe acute respiratory syndrome coronavirus 2	2697049	2303	PRJNA930974
SAMN33039743	WHP3924	WHP3924	Severe acute respiratory syndrome coronavirus 2	2697049	2279	PRJNA930974
SAMN33039744	WHP3925	WHP3925	Severe acute respiratory syndrome coronavirus 2	2697049	2278	PRJNA930974
SAMN33039745	WHP3926	WHP3926	Severe acute respiratory syndrome coronavirus 2	2697049	2282	PRJNA930974
SAMN33039746	WHP3927	WHP3927	Severe acute respiratory syndrome coronavirus 2	2697049	2274	PRJNA930974
SAMN33039747	WHP3928	WHP3928	Severe acute respiratory syndrome coronavirus 2	2697049	2182	PRJNA930974
SAMN33039748	WHP3929	WHP3929	Severe acute respiratory syndrome coronavirus 2	2697049	2187	PRJNA930974
SAMN33039749	WHP3930	WHP3930	Severe acute respiratory syndrome coronavirus 2	2697049	2190	PRJNA930974
SAMN33039750	WHP3931	WHP3931	Severe acute respiratory syndrome coronavirus 2	2697049	2192	PRJNA930974
SAMN33039751	WHP3932	WHP3932	Severe acute respiratory syndrome coronavirus 2	2697049	2219	PRJNA930974
SAMN33039752	WHP3933	WHP3933	Severe acute respiratory syndrome coronavirus 2	2697049	2220	PRJNA930974
SAMN33039753	WHP3934	WHP3934	Severe acute respiratory syndrome coronavirus 2	2697049	2221	PRJNA930974
SAMN33039754	WHP3935	WHP3935	Severe acute respiratory syndrome coronavirus 2	2697049	2222	PRJNA930974
SAMN33039755	WHP3936	WHP3936	Severe acute respiratory syndrome coronavirus 2	2697049	2230	PRJNA930974
SAMN33039756	WHP3942	WHP3942	Severe acute respiratory syndrome coronavirus 2	2697049	2305	PRJNA930974
SAMN33039757	WHP3943	WHP3943	Severe acute respiratory syndrome coronavirus 2	2697049	2332	PRJNA930974
SAMN33039758	WHP3944	WHP3944	Severe acute respiratory syndrome coronavirus 2	2697049	2333	PRJNA930974
SAMN33039759	WHP3946	WHP3946	Severe acute respiratory syndrome coronavirus 2	2697049	2334	PRJNA930974
SAMN33039760	WHP3947	WHP3947	Severe acute respiratory syndrome coronavirus 2	2697049	2335	PRJNA930974
SAMN33039761	WHP3948	WHP3948	Severe acute respiratory syndrome coronavirus 2	2697049	2336	PRJNA930974
SAMN33039762	WHP3949	WHP3949	Severe acute respiratory syndrome coronavirus 2	2697049	2337	PRJNA930974
SAMN33039763	WHP3950	WHP3950	Severe acute respiratory syndrome coronavirus 2	2697049	2338	PRJNA930974
SAMN33039764	WHP3951	WHP3951	Severe acute respiratory syndrome coronavirus 2	2697049	2339	PRJNA930974
SAMN33039765	WHP3952	WHP3952	Severe acute respiratory syndrome coronavirus 2	2697049	2340	PRJNA930974
SAMN33039766	WHP3953	WHP3953	Severe acute respiratory syndrome coronavirus 2	2697049	2341	PRJNA930974
SAMN33039767	WHP3955	WHP3955	Severe acute respiratory syndrome coronavirus 2	2697049	2381	PRJNA930974
SAMN33039768	WHP3956	WHP3956	Severe acute respiratory syndrome coronavirus 2	2697049	2383	PRJNA930974
SAMN33039769	WHP3957	WHP3957	Severe acute respiratory syndrome coronavirus 2	2697049	2390	PRJNA930974
SAMN33039770	WHP3958	WHP3958	Severe acute respiratory syndrome coronavirus 2	2697049	2387	PRJNA930974
SAMN33039771	WHP3959	WHP3959	Severe acute respiratory syndrome coronavirus 2	2697049	2384	PRJNA930974
SAMN33039772	WHP3960	WHP3960	Severe acute respiratory syndrome coronavirus 2	2697049	2388	PRJNA930974
SAMN33039773	WHP3961	WHP3961	Severe acute respiratory syndrome coronavirus 2	2697049	2389	PRJNA930974
SAMN33039774	WHP3962	WHP3962	Severe acute respiratory syndrome coronavirus 2	2697049	2397	PRJNA930974
SAMN33039775	WHP3963	WHP3963	Severe acute respiratory syndrome coronavirus 2	2697049	2399	PRJNA930974
SAMN33039776	WHP3964	WHP3964	Severe acute respiratory syndrome coronavirus 2	2697049	2367	PRJNA930974
SAMN33039777	WHP3965	WHP3965	Severe acute respiratory syndrome coronavirus 2	2697049	2372	PRJNA930974
SAMN33039778	WHP3966	WHP3966	Severe acute respiratory syndrome coronavirus 2	2697049	2369	PRJNA930974
SAMN33039779	WHP3967	WHP3967	Severe acute respiratory syndrome coronavirus 2	2697049	2373	PRJNA930974
SAMN33039780	WHP3968	WHP3968	Severe acute respiratory syndrome coronavirus 2	2697049	2371	PRJNA930974
SAMN33039781	WHP3969	WHP3969	Severe acute respiratory syndrome coronavirus 2	2697049	2374	PRJNA930974
SAMN33039782	WHP3970	WHP3970	Severe acute respiratory syndrome coronavirus 2	2697049	2376	PRJNA930974
SAMN33039783	WHP3971	WHP3971	Severe acute respiratory syndrome coronavirus 2	2697049	2380	PRJNA930974
SAMN33039784	WHP3972	WHP3972	Severe acute respiratory syndrome coronavirus 2	2697049	2379	PRJNA930974
SAMN33039785	WHP3973	WHP3973	Severe acute respiratory syndrome coronavirus 2	2697049	2377	PRJNA930974
SAMN33039786	WHP3974	WHP3974	Severe acute respiratory syndrome coronavirus 2	2697049	2355	PRJNA930974
SAMN33039787	WHP3975	WHP3975	Severe acute respiratory syndrome coronavirus 2	2697049	2356	PRJNA930974
SAMN33039788	WHP3976	WHP3976	Severe acute respiratory syndrome coronavirus 2	2697049	2354	PRJNA930974
SAMN33039789	WHP3977	WHP3977	Severe acute respiratory syndrome coronavirus 2	2697049	2357	PRJNA930974
SAMN33039790	WHP3978	WHP3978	Severe acute respiratory syndrome coronavirus 2	2697049	2359	PRJNA930974
SAMN33039791	WHP3979	WHP3979	Severe acute respiratory syndrome coronavirus 2	2697049	2358	PRJNA930974
